movieId,title_cast,director,runtime,budget,plot_keywords
94815,Mathieu Amalric|Edouard Baer|Maria de Medeiros|Golshifteh Farahani|Éric Caravaca|Chiara Mastroianni|Mathis Bour|Enna Balland|Didier Flamand|Serge Avedikian|Rona Hartner|Jamel Debbouze|Isabella Rossellini|Frédéric Saurel|Christian Friedel,Marjane Satrapi,,"EUR12,000,000",contemplating death|stradivarius|reference to socrates|musician
110314,Daniel Auteuil|Alain Chabat|Marina Foïs|François Damiens|Denis Maréchal|Édith Le Merdy|Fred Tousch|Bastiaan Cornelisse|Christian Van Raaijen|Siewert Van Dijk|Rodolphe Blanchet|Randolph Toom|Mathilde Wambergue|Bruno Vatin|Philippe Chaine,Bruno Lavaine,90.0,,sex|anti social behavior|surrealism|unwanted kiss
78014,Madhavan|Simran|Keerthana Parthiepan|Nandita Das|Prakash Raj|J.D. Chakravarthi|Delhi Kumar|Pasupathy|Bala Singh|M.S. Bhaskar|Sashikumar|Easwari Rao|Master Suraj|Master Kethan|Keerthana,Sujatha Rangarajan,123.0,,sri lanka|marriage|refugee camp|biological mother
7571,,,,,
1259,,,,,
90883,Karl Schwingenschloegl|Hermann Schneeweisz|Teresita Schneeweisz|Conchita Klausner|Franz Klausner|Izel Schmid|Walter Schmid|Aileen Walther|Andreas Walther|Johann Steiner|Theresa Steiner|Hermann Rausch|Linda Rausch|Arceli Krieger|Michael Krieger,Ulrich Seidl,60.0,,marriage|looking for wife|martial arts|austria
5343,Timothy Hutton|Lara Flynn Boyle|Dwight Schultz|Oliver Platt|Steven Weber|Colleen Flynn|Faye Dunaway|Scott Coffey|Dakin Matthews|Maura Tierney|Lin Shaye|Michael Winters|Daniel C. Swanson|Demene Hall|Jesse Vint,Kevin Falls,96.0,"$15,000,000",pantyhose|white pantyhose|female stockinged legs|backseamed pantyhose
59333,Patrick Dempsey|Michelle Monaghan|Kevin McKidd|Kadeem Hardison|Chris Messina|Richmond Arquette|Busy Philipps|Whitney Cummings|Emily Nelson|Kathleen Quinlan|Selma Stern|Sydney Pollack|James Sikking|Kevin Sussman|Beau Garrett,Adam Sztykiel,101.0,"$40,000,000",public nudity|maid of honor|woman|misogynist
106483,,,,,
59869,Benjamin Bratt|Christa Miller|Louis Ferreira|Ricky Schroder|Michal Suchánek|Eric McCormack|Daniel Dae Kim|Barry Flatman|Ted Whittall|Ted Atherton|Andre Braugher|Juan Carlos Velis|Roman Podhora|Viola Davis|Anna Galvin|Jonathan Potts|Ava Salomon|Emily Holmes|Fred Keating|Denise Galik|Kurt Max Runte|Cory Dagg|Adrian Holmes|Nicola Anderson|Paul Perri|Eve Harlow|Douglas O'Keeffe,Christa Miller,174.0,"$15,000,000",female surgeon|crying man|no cell phone signal|anthropogenic disaster
103794,Cláudia Abreu|Wagner Moura|Ravi Ramos Lacerda|Manoel Sebastião Alves Filho|Felipe Newton Silva Rodrigues|Cícera Cristina Almino de Lima|Cícero Wesley A. Ferreira|Claudio Jaborandy|Sidney Magal|Franciolli Luciano|Carol Castro|Caco Monteiro|Laís Corrêa|Fábio Lago|Alexandre Zacchia,David França Mendes,85.0,,gasoline station|watching television|brazil|bicycle
70344,Paul Giamatti|Armand Schultz|Michael Tucker|Dina Korzun|Ted Koch|Oksana Lada|Natalia Zvereva|Larisa Bell|Anna Dyukova|Charles Techman|Lauren Ambrose|David Strathairn|Laura Heisler|Brienin Bryant|Charlotte Mickie,Sophie Barthes,101.0,,title directed by female|english language|new york city new york|language lesson
96223,,,,,
80421,,,,,
89707,Vanda Duarte|Lena Duarte|Zita Duarte|Manuel Gomes Miranda|Diogo Pires Miranda|Evangelina Nelas|Miquelina Barros|Paulo Jorge Gonçalves|António Semedo Moreno|Paulo Nunes|Pedro Lanban|Fernando Paixão|Julião|Geny,Vanda Duarte,171.0,,documentary style|semi documentary|sister sister relationship|urban setting
25879,,,,,
95830,,,,,
114329,Rosamund Pike|David Tennant|Billy Connolly|Ben Miller|Amelia Bullmore|Emilia Jones|Bobby Smalldridge|Harriet Turnbull|Celia Imrie|Annette Crosbie|Lewis Davie|Ralph Riach|Ron Donachie|Ben Presley|Michele Austin,Guy Jenkin,95.0,"GBP3,500,000",dysfunctional marriage|dysfunctional family|hysterical woman|passive aggressive woman
116973,Roger Rose|Yvette Nipar|T.K. Carter|Leslie Jordan|Paul Feig|Sean Sullivan|Tess Foltyn|George Lopez|Corbin Timbrook|Steve Hytner|Ray Walston|Martin Mull|Rascal|Deborah Rose|Beirne Chisolm,Steven Long Mitchell,91.0,,cigar smoking|teen sex comedy|ski patrol|sabotage
50977,,,,,
124273,Kevin Smith,Zak Knutson,,,tv special|fat joke
118974,,,,,
106238,Summer Bellessa|Chris Hill|Jasen Wade|Caleb Thompson|Brooke Thompson|Tom Murray,Kerry Bellessa,80.0,,woman wears eyeglasses|friend|group of friends|car
97787,Ned Beatty|Robert Culp|Becky Fonda|Peter Fonda|Donnie Fritts|Monte Hellman|Will Hutchins|Ben Johnson|Stacy Keach|Thomas McGuane|Gordon Oates|Jennifer Oates|Teddy Oates|Tim Oates|Millie Perkins,Tom Marksbury,54.0,,independent film
1664,Grégoire Colin|Alice Houri|Jacques Nolot|Valeria Bruni Tedeschi|Vincent Gallo|Malek Brahimi|Gérard Meylan|Sébastien Pons|Mounir Aïssa|Christophe Carmona|Djellali El'Ouzeri|Alex Descas|Jamila Farah|Agnès Regolo|Pépette,Claire Denis,103.0,,male rear nudity|male masturbation|pubic hair|school
103226,Ben Kingsley|Ben Cross|Patrick Rutnam|Frederick-James Koch|Numaya Siriwardena|Jerome de Silva|Dushyanth Weeraman|Mohamed Adamaly|Kian O'Grady|Susan Zareena|Lucky Wickremanayake|Veena Jayakody|Ashan Dias|Wilson Gunaratne|Sando Harris,Neeraj Pandey,86.0,,terrorist|sri lanka
104993,Roddy Piper|Torri Higginson|Peter Williams|JR Bourne|Rachel Wilson|Joel Gordon|Nicholas Campbell|Christopher Kennedy|Jason Blicker|Jeff Wood|Rob Stefaniuk|Michael A. Miranda|Victoria Snow|David Gow|Damon D'Oliveira,Don Allan,,,tape over mouth|street shootout|urban setting|urban decay
3523,,,,,
774,,,,,
129187,,,,,
8829,Nick Whitaker|Nate Bynum|Chris Kendrick|Randall Newsome|Dane Stevens|Christy Summerhays|Carlton Bluford|Neal Barth|Melinda Haynes|Jeff Olson|Kathleen Camp|Lincoln Hoppe|Joey Miyashima|Scott Wilkinson|Moochie,Joe Camp,,,2000s|benji the dog character|animal character name in title|four word title
47740,,,,,
113256,Mathieu Demy|Clotilde Courau|Richard Berry|Benoît Tachoires|Michèle Garcia|Véronique Boulanger|François Levantal|Darry Cowl|Bonnafet Tarbouriech|Françoise Gazio|Olivier Mellor|Jean-Yves Chatelais|Emmanuel Legrand|Arsène Jiroyan|Marie Mergey,Didier Tronchet,95.0,,france|paris france|young man|living statue
61116,,,,,
1947,,,,,
71537,Kay Panabaker|Walter Perez|Naturi Naughton|Asher Monroe|Kherington Payne|Collins Pennie|Kristy Flores|Paul McGill|Bebe Neuwirth|Paul Iacono|Charles S. Dutton|Kelsey Grammer|Anna Maria Perez de Tagle|Megan Mullally|Debbie Allen,Kevin Tancharoen,107.0,"$18,000,000",casting couch|teacher|school|performing arts
26274,,,,,
7234,,,,,
103439,Yoon-seok Kim|Jung-jae Lee|Hye-su Kim|Ji-Hyun Jun|Simon Yam|Hae-sook Kim|Dal-su Oh|Soo-hyun Kim|Derek Tsang|Jin-mo Joo|Guk-seo Ki|Duk-moon Choi|Gook-hee Chae|Soo-jung Ye|Angelica Lee,Dong-hoon Choi,135.0,,macau|heist|safecracker|career criminal
119165,,Sharon Lockhart,83.0,,
26176,,,,,
91071,,,,,
6952,Halle Berry|Robert Downey Jr.|Charles S. Dutton|John Carroll Lynch|Bernard Hill|Penélope Cruz|Dorian Harewood|Bronwen Mantel|Kathleen Mackey|Matthew G. Taylor|Michel Perron|Andrea Sheldon|Anana Rydvald|Laura Mitchell|Amy Sloan,Sebastian Gutierrez,98.0,"$40,000,000",psychiatrist|serial rape|mental hospital|murder of husband
51834,Anne Hathaway|James McAvoy|Julie Walters|James Cromwell|Maggie Smith|Anna Maxwell Martin|Lucy Cohu|Laurence Fox|Ian Richardson|Joe Anderson|Leo Bill|Jessica Ashworth|Eleanor Methven|Michael James Ford|Tom Vaughan-Lawlor,Julian Jarrold,120.0,"$16,500,000",female protagonist|cricket the sport|deaf mute|hunt
125944,,,,,
79918,,,,,
127148,Andrea Pino|Annie Clark|Claire Potter|Melinda Manning|Kimberly Theidon|Kamilah Willingham|Mrs. Willingham|Caroline Heldman|David Lisak|Leslie Strohm|Danielle Dirks|Diane Rosenfeld|Pat Cottrell|Rachel Hudak|Carol Ann Mooney,Kirby Dick,103.0,,feminism|rape|victim|sexual assault
129021,Luca Zingaretti|Marco D'Amore|Simona Tabasco|Giampaolo Fabrizio|Massimiliano Gallo|Saman Anthony|Ida Brandi|Salvatore Cantalupo|Ivan Castiglione|Roberto Capuozzo|Gennaro Di Colandrea|Gennaro Di Martino|Cristina Donadio|Vincenzo Fabricino|Stefano Ferraro,Edoardo De Angelis,94.0,EUR1,
27779,Hyde|Gackt|Leehom Wang|Tarô Yamamoto|Susumu Terajima|Zeny Kwok|Seiji Chihara|Chihara Junia|Yosh|Kanata Hongô|Ryo Ishibashi|Jack Kao|You Kurosaki|Anne Suzuki|James H. Thomas,Gackt,120.0,"$3,000,000",asia|taiwanese|japanese|orphan
126138,A.J. Buckley|Jewel Staite|Alan Dale|Bruce Ramsay|Rick Ravanello|Gordon Tootoosis|Matthew Kevin Anderson|Roseanne Supernault|Hiro Kanagawa|Jerry Wasserman|Douglas Chapman|Matthew Walker|Phillip Mitchell|Lori Triolo|Kate Gajdosik,Jason Bourque,92.0,,year 2012|helicopter|new york city|destruction of city
129514,George Carlin,Rocco Urbisci,70.0,,stand up|actor name in title|children|religion
2005,,,,,
122569,Lacey Chabert|Drew Seeley|Will Kemp|Betsy Russell|David Lipper|Bo Svenson|Amy Davidson|Veronica Cartwright|Jim O'Heir|Avery Phillips|Gigi Feshold|James Kyson|Brandon Beemer|Micah Alberti|Larry Poindexter,Leland Douglas,90.0,,downward spiral|plane|hyphen in title|missing person
120116,Esa Nikkilä|Kari Hietalahti|Susanna Haavisto|Maria Heiskanen|Esko Salminen|Sulevi Peltola|Tommi Korpela|Torik Sieberg|Kukka Luukanen|Liisa Mustonen|Petteri Summanen|Kirsi Ylijoki|Aaro Wichmann|Janne Virtanen|Aino Seppo,Juha Lehtola,94.0,"EUR1,200,000",
33624,,,,,
86173,,,,,
3403,,,,,
95139,,,,,
97220,Jennifer Connelly|Ed Harris|Carrie Preston|Barry Shabaka Henley|Harrison Gilbertson|Kevin Patrick Brown|Tom Van Howe|Ward Burton|Paul Walter Hauser|Emma Roberts|Paul Boocock|Yeardley Smith|Toby Jones|Michele DeSelms|Dennis Rauss,Dustin Lance Black,111.0,,female stockinged legs|suntan pantyhose|pantyhose|mormon missionary
4027,George Clooney|John Turturro|Tim Blake Nelson|John Goodman|Holly Hunter|Chris Thomas King|Charles Durning|Del Pentecost|Michael Badalucco|J.R. Horne|Brian Reddy|Wayne Duvall|Ed Gale|Ray McKinnon|Daniel von Bargen,Ethan Coen,107.0,"$26,000,000",greek mythology|slapstick comedy|odysseus|neo screwball comedy
39857,Signe Egholm Olsen|Claus Riis Østergaard|Thure Lindhardt|Farshad Kholghi|Thomas L. Corneliussen|Pernille Vallentin|Signe Vaupel|Rudi Køhnke|Maria Stenz|Finn Storgaard|Lars Mikkelsen|Søs Egelind|Stanislav Sevcik|Nils P. Munk|Paw Henriksen,Ole Christian Madsen,125.0,,kinky sex|kinky|foreplay|street smart
90700,Al Franken|Franni Bryson|Katherine Lanpher|Billy Kimball|Ben Wikler|Tim Bradley|Ayo Griffin|Rob Mackey|Jim Norton|Chris Rosen|Kate Sullivan|Gabrielle Zuckerman|William J. Bennett|Neal Boortz|George W. Bush,Nick Doob,,"$1,000,000",political satire|wisecrack humor|satire|political humor
91201,,,,,
26854,Larry Drake|Arnold Vosloo|Kim Delaney|Renée O'Connor|Lawrence Dane|Jesse Collins|David Ferry|Rod Wilson|Jack Langedijk|Sten Eirik|Steve Mousseau|James Millington|Phillip Jarrett|Kevin Rushton|Graham Rowat,Robert Eisele,93.0,"$8,500,000",non comic book superhero|exploding car|dark|weapon
105844,Chiwetel Ejiofor|Dwight Henry|Dickie Gravois|Bryan Batt|Ashley Dyke|Kelsey Scott|Quvenzhané Wallis|Cameron Zeigler|Tony Bentley|Scoot McNairy|Taran Killam|Christopher Berry|Bill Camp|Mister Mackey Jr.|Chris Chalk,Steve McQueen,134.0,"$20,000,000",torture|kidnapping|racism|whipping
49278,Denzel Washington|Paula Patton|Val Kilmer|Jim Caviezel|Adam Goldberg|Elden Henson|Erika Alexander|Bruce Greenwood|Rich Hutchman|Matt Craven|Donna W. Scott|Elle Fanning|Brian Howe|Enrique Castillo|Mark Phinney,Bill Marsilii,126.0,"$75,000,000",alternate timeline|patriotism|woman in jeopardy|opening scene repeated later in film
78544,Ricky Gervais,Ricky Gervais,,,stand up special|actor plays himself|five word title|third part
8253,,,,,
6908,,,,,
3,Walter Matthau|Jack Lemmon|Sophia Loren|Ann-Margret|Burgess Meredith|Daryl Hannah|Kevin Pollak|Katie Sagona|Ann Morgan Guilbert|James Andelin|Marcus Klemp|Max Wright|Cheryl Hawker|Wayne A. Evenson|Allison Levine,Mark Steven Johnson,101.0,"$25,000,000",boat|lake|neighbor|rivalry
4870,Charlotte Ayanna|Kristin Bauer van Straten|W. Earl Brown|Daryl Hannah|Chris Hogan|Sheila Kelley|Elias Koteas|Vladimir Mashkov|Sandra Oh|Rodney Rowland|Jennifer Tilly|Robert Wisdom|David Amos|Carolyne Aycaguer|R.C. Bates,Michael Radford,123.0,,strip club|female removes her clothes|sexy woman|prostitution
6087,,,,,
105104,Julianna Margulies|Ivan Sergei|Nancy Banks|Keith Bogart|Andy Buckley|Bradd Buckley|Dixie Carter|Channing Chase|Marjorie Crigler|Dana Emberson|Brendan McIvor Fleming|Daniel Hansen|Andrea Harper|Linda Hoffman|Stephanie Ittleson,Nancy Banks,88.0,,wedding|engaged couple|brother brother relationship
8988,,,,,
111453,Austin Pendleton|Tom Guiry|Fred Koheler|Zack Manzella|Daniel May Wong|Maggie Gyllenhaal|Ken Leung|Jim Gaffigan|Bruno Lastra|Glenn Close|Dean Winters|Caroline Kava|Peter Jacobson|Anahid|Raymond Anthony Thomas,Tom Fontana,120.0,,female full frontal nudity|male full frontal nudity|man forced to strip by woman|male pubic hair
85513,Jensen Ackles|Shannyn Sossamon|Dominique Swain|William Sadler|Teach Grant|Martin Cummins|Rob Stewart|R. Nelson Brown|Wanda Cannon|Jenn Griffin|Alan Ackles|Rob Allen|Tami DeSchutter|John Innes|Reg Tupper,Adam Gross,,,daydreams|teen angst|teacher|tattoo
102823,Jonas Mekas|Jane Brakhage|Stan Brakhage|Robert Breer|Hollis Frampton|Allen Ginsberg|Ken Jacobs|Peter Kubelka|Adolfas Mekas|Oona Mekas|Sebastian Mekas|Hermann Nitsch|Nam June Paik|P. Adams Sitney|Andy Warhol,Jonas Mekas,288.0,,home movie|experimental film|ballet|violin
725,Samuel L. Jackson|Jeff Goldblum|Peter Berg|Corbin Bernsen|Jon Lovitz|Cheech Marin|John Rhys-Davies|Salli Richardson-Whitfield|Jamie Foxx|Rocky Carroll|Albert Hall|Susan Gibney|Michael Jace|Duane Davis|Lamont Johnson,Reginald Hudlin,91.0,,guitar|fellatio|boxing match|african american
47117,Chartchai Ngamsan|Suwinit Panjamawat|Stella Malucchi|Supakorn Kitsuwon|Arawat Ruangvuth|Sombat Metanee|Pairoj Jaisingha|Naiyana Shewanan|Kanchit Kwanpracha|Chamloen Sridang|Nicole Dionne|Philip Hersh|Ray Quiroga,Wisit Sasanatieng,110.0,,spaghetti western|blood|thailand|outlaw
103363,Amitabh Bachchan|Raveena Tandon|Manoj Bajpayee|Nandita Das|K.K. Raina|Kamal Chopra|Tanvi Azmi|Vineet Kumar|Pramod Moutho|Salim Ghouse|Virendra Saxena|Vijay Raaz|Vrajesh Hirjee|Gajraj Rao|Mithilesh Chaturvedi,Renzil D'Silva,184.0,"$2,200,000",waterfall|neo noir|soul transference|execution
27266,Tony Chiu-Wai Leung|Li Gong|Faye Wong|Takuya Kimura|Ziyi Zhang|Carina Lau|Chen Chang|Jie Dong|Maggie Cheung|Thongchai McIntyre|Wang Sum|Ping Lam Siu|Farini Cheung|Sabrina Cheung|Siu-Lung Ching,Kar-Wai Wong,129.0,"$12,000,000",nostalgia|loneliness|room 2046|1960s
106741,Daniel Usaj|Joe Hartzler|Preston Altree|Benjamin Siemon|Mike Litzenberg|Bridge Stuart|Wanda Lust|Christina Blevins|Jordan Downey|Kevin Stewart|David Cronin|Jeffery A. Baker|Ryan McLelland|Brian Jackson|Roger Ford,Jordan Downey,99.0,"$112,000",slasher|sexploitation|sequel
103135,Ben Gazzara|David Moscow|Talia Shire|Pedro Armendáriz Jr.|Angélica Aragón|Roberto Díaz Gomar|Jimmy Morales|Sammy Morales|Vincent Pastore|Luis Argueta|Jerry Carlson|Arturo Castro|Sofia Comparini|Cecilia de Oribe|Rodolfo Espinosa,Andrzej Krakowski,,,tourist|bus|writer's block|cookbook
8681,,,,,
103663,,,,,
1324,Robin Thomas|Starr Andreeff|Allen Cutler|Rachel Duncan|Jarrett Lennon|Clayton Murray|Franc Ross|Lenore Kasdorf|Lisa Robin Kelly,Joshua Michael Stern,93.0,,psychotronic film|evil doll|haunted house|dollhouse
118708,,,,,
105386,Chantal Quesnelle|Fiona Dourif|Jordan Gavaris|Danielle Bisutti|A Martinez|Maitland McConnell|Brennan Elliott|Summer H. Howell|Adam Hurtig|Darren Wall|Will Woytowich|Anne Leveille|Kally Berard|Kyle Nobess|Brad Dourif,Don Mancini,97.0,"$5,000,000",doll|wheelchair|serial killer|handicapped
26339,,,,,
57044,Ângelo Antônio|Dira Paes|Márcio Kieling|Thiago Mendonça|Paloma Duarte|Dablio Moreira|Marcos Henrique|Natália Lage|Wigor Lima|Zezé di Camargo|Luciano Camargo|Jackson Antunes|José Dumont|Lima Duarte|Emanoel Camargo,Carolina Kotscho,132.0,"BRL5,900,000",brazilian singer|punctuation in title|ampersand in title|success
32627,,,,,
1136,,,,,
7933,,,,,
59478,,Michael Verhoeven,,,museum exhibit|germany|atrocity|war crime
86817,Ginnifer Goodwin|Kate Hudson|Colin Egglesfield|John Krasinski|Steve Howey|Ashley Williams|Geoff Pierson|Jill Eikenberry|Jonathan Epstein|Leia Thompson|Sarah Baldwin|Mark La Mura|Lindsay Ryan|Kirsten Day|Christopher Peuler,Jennie Snyder Urman,112.0,"$35,000,000",cheating fiancee|pregnant|best friend|law school
3634,,,,,
119830,,,,,
89102,James Ransone|Tempestt Bledsoe|Melvin Van Peebles|Morgan Spurlock|Bill Gates|Greg Crowe|Alisha Nagarsheth|Zoe Sloane|John D. Rockefeller|Kahiry Bess|Barry Eisler|Ngozi Jane Anyanwu|Mala Wright|Konishiki|Tarô Akebono,Alex Gibney,93.0,"$2,900,000",film clip|cheating at a game|black and white scene|economics
2378,,,,,
5914,,,,,
901,,,,,
112623,Andy Serkis|Jason Clarke|Gary Oldman|Keri Russell|Toby Kebbell|Kodi Smit-McPhee|Kirk Acevedo|Nick Thurston|Terry Notary|Karin Konoval|Judy Greer|Jon Eyez|Enrique Murciano|Larramie Doc Shaw|Lee Ross,Mark Bomback,130.0,"$170,000,000",post apocalypse|sequel|ape|leader
8983,Takeshi Kaneshiro|Andy Lau|Ziyi Zhang|Dandan Song|Hongfei Zhao|Jun Guo|Shu Zhang|Jiusheng Wang|Zhengyong Zhang|Yongxin Wang|Dong Liu|Qi Zi|Xuedong Qu|Liping Tian|Hongwei Zhao,Feng Li,119.0,"CNY100,000,000",tang dynasty|wuxia|9th century|wuxia fiction
32471,,,,,
30898,Joan Allen|Kevin Costner|Erika Christensen|Keri Russell|Alicia Witt|Evan Rachel Wood|Mike Binder|Tom Harper|Dane Christensen|Danny Webb|Magdalena Manville|Suzanne Bertish|David Firth|Rod Woodruff|Stephen Greif,Mike Binder,118.0,"$12,000,000",drinking|baseball|anger|radio
34426,Allen Wagner|Judy Wagner|Emily Wagner|Maggie Wagner|Judy Dixon|Billy Wirth|Andrew Wagner|Robert Adetuyi|Tom Hines|Tony Pepe|Bret Roberts|Bruce Joel Rubin,Andrew Wagner,,,friend|quick romance|telephone|secret
95771,Masako Nozawa|Mayumi Tanaka|Takeshi Kusao|Yûko Minaguchi|Junko Shimakata|Chafûrin|Hisao Egawa|Yoshiyuki Kôno|Asuka Kimura|Bin Shimada|Hitoshi Takagi|Jôji Yanami|Vic Mignogna|Kyle Hebert|Kara Edwards,Akira Toriyama,48.0,,supernatural power|based on comic book|villian|song during end credits
115460,Jeffrey Combs|Adrian DiGiovanni|Danielle Doetsch|Pete Giovagnoli|Ken Brown|Robert Kramer|Hannah Stevenson|Laura Carlson-Lum|Megan Hensley|Ellie Kushner|Sheetom Ashbrook|Dawn Xiana Moon|Samori Sykes|Daniel Giovannini|Tori Linn Sanders,Don Thacker,104.0,"$176,199",fungus|stoner|depression|suicide
25778,,,,,
96905,Giovanna Claudia Mongino|Luciano Piergiovanni,Ermanno Olmi,49.0,,
53912,Mike D|Adam Horovitz|Adam Yauch|Mix Master Mike|Doug E. Fresh|Beastie Boys|Money Mark|Darryl McDaniels|Alfredo Ortiz|Ben Stiller|Christine Taylor,Mike D,90.0,,live music|five word title|exclamation point in title|punctuation in title
80596,,,,,
3021,,,,,
57480,,,,,
82476,,,,,
1367,Glenn Close|Jeff Daniels|Joely Richardson|Joan Plowright|Hugh Laurie|Mark Williams|John Shrapnel|Tim McInnerny|Hugh Fraser|Zohren Weiss|Mark Haddigan|Michael Percival|Neville Phillips|John Evans|Hilda Braid,Dodie Smith,103.0,"$75,000,000",dalmatian|live action remake|dog actor|car set on fire
8450,,,,,
128812,Greg Aronowitz|Timothy Bradstreet|Joanna Cassidy|Ernie Cefalu|Alice Cooper|Frank Darabont|Guillermo del Toro|Dennis Dunaway|Harrison Ford|Michael J. Fox|Bob Gale|Steve Guttenberg|Greg Hildebrandt|Thomas Jane|Roger Kastel,Greg Boas,97.0,,movie poster
89349,,,,,
113252,Morgana O'Reilly|Rima Te Wiata|Glen-Paul Waru|Ross Harper|Cameron Rhodes|Ryan Lampp|Mick Innes|Bruce Hopkins|Millen Baird|Wallace Chapman|David Van Horn|Nikki Si'ulepa|Ian Mune|Kitty Riddell|Lila Sharp,Gerard Johnstone,107.0,"NZD350,000",slapstick comedy|low budget film|female protagonist|exploding head
115423,Saul Holiff|Johnny Cash|Jonathan Holiff|Bob Dylan|June Carter Cash|Harvey Glatt|Gary Holiff|David Disher|Joshua Robinson|Dan Champagne|Norman Singer|Elli Hollands|Alino Giraldi|Robert Skanes|Trevor Juras,Jonathan Holiff,87.0,,johnny cash|suicide|london ontario|born again christian
79863,Diana Glenn|Maeve Dermody|Andy Rodoreda|Ben Oxenbould|Fiona Press,Andrew Traucki,90.0,"$700,000",boat|crocodile|australia|song
94896,Jack Black|Shirley MacLaine|Matthew McConaughey|Brady Coleman|Richard Robichaux|Rick Dial|Brandon Smith|Larry Jack Dotson|Merrilee McCommas|Mathew Greer|Marjorie Dome|Tim Cariker|Fern Luker|Jack Payne|Sonny Carl Davis,Skip Hollandsworth,99.0,"$5,000,000",based on article|east texas|murder trial|funeral home
128301,,,,,
2214,,,,,
4065,,,,,
4225,Sam Neill|Billy Mitchell|Roz Hammond|Christopher-Robin Street|Luke Keltie|Naomi Wright|Ben Wright-Smith|Beverley Dunn|Grant Thompson|Bille Brown|Bernard Curry|Kevin Harrington|Tom Long|Patrick Warburton|Roy Billing,Santo Cilauro,101.0,,cricket the sport|nasa|moon walk|satellite dish
129719,Aldo Baglio|Giovanni Storti|Giacomo Poretti|Marina Massironi|Fabio Biaggi|Saturno Brioschi|Giovanni Cacioppo|Antonio Catania|Giorgio Centamore|Stefania Di Nardo|Mohamed El Sayed|Cesare Gallarini|Elena Giusti|Arturo Brachetti|Fausto Caroli,Giacomo Poretti,108.0,,
73741,Scott Adkins|Tsuyoshi Ihara|Mika Hijii|Todd Jensen|Togo Igawa|Garrick Hagon|Miles Anderson|Valentin Ganev|Atanas Srebrev|Fumio Demura|Masaki Onishi|Nikolai Sotirov|Kenji Motomiya|Asen Asenov|Ivailo Dimitrov,Boaz Davidson,86.0,"$10,000,000",master|armor|ninja|assassin
4935,,,,,
4840,,,,,
115687,,,,,
107539,Vladimir Svirskiy|Vladislav Abashin|Sergey Kolesov|Nikita Peremotov|Yuliya Peresild|Kirill Petrov|Dmitriy Kolosov|Stepans Bogdanovs|Dmitriy Bykovskiy-Romashov|Vlad Ivanov|Igor Khripunov|Nadezhda Markina|Boris Kamorzin|Mikhail Evlanov|Sergey Russkin,Vasiliy Bykov,127.0,,collaboration|great patriotic war|year 1942|mist
5800,,,,,
114161,Reg E. Cathey,,90.0,,end of mankind|statue of liberty|nuclear explosion|moon
7064,,,,,
26134,,,,,
43444,,,,,
82,Willeke van Ammelrooy|Els Dottermans|Dora van der Groen|Veerle van Overloop|Esther Vriesendorp|Carolien Spoor|Thyrza Ravesteijn|Mil Seghers|Jan Decleir|Elsie de Brauw|Reinout Bussemaker|Marina de Graaf|Jan Steen|Catherine ten Bruggencate|Paul Kooij,Marleen Gorris,102.0,"GBP1,500,000",f rated|feminist film|character name as title|one word title
5518,,,,,
32239,Ha-kyun Shin|Yun-shik Baek|Jung-min Hwang|Jae-yong Lee|Ju-hyeon Lee|Ju-bong Gi|Dong-hyeon Kim|Roe-ha Kim|Mu-hyeon Lee|Woong-jae Won,Joon-Hwan Jang,118.0,,cult favorite|police officer|unidentified flying object|south korea
116427,,,,,
645,Emmanuelle Béart|Michel Serrault|Jean-Hugues Anglade|Claire Nadeau|Françoise Brion|Michèle Laroque|Michael Lonsdale|Charles Berling|Jean-Pierre Lorit|Michel Albertini|Coraly Zahonero|Graziella Delerm|Olivier Pajot|Alexandre Chappuis|Karine Foviau,Jacques Fieschi,106.0,,character names as title|older man young woman friendship|rich man poor woman|paris france
78316,Amanda Seyfried|Marcia DeBonis|Gael García Bernal|Giordano Formenti|Paolo Arvedi|Dario Conti|Ivana Lotito|Luisa Ranieri|Marina Massironi|Lidia Biondi|Milena Vukotic|Luisa De Santis|Christopher Egan|Vanessa Redgrave|Remo Remotti,Jose Rivera,105.0,"$30,000,000",writer|verona italy|lost letter|love triangle
72156,Pascale Bussières|Shelley Duvall|Frank Gorshin|Alice Krige|R.H. Thomson|Ross McMillan|Frank Kowalski|Breanne Dowhan,Guy Maddin,91.0,,zephyrus the greek minor deity|farm|widow|statue
87721,,Jan Svankmajer,1.0,,
2336,Liz Giles|Rod Culbertson|Paul Fox|Terence Rigby|Christopher Eccleston|Peter Stockbridge|Amanda Ryan|Kathy Burke|Valerie Gale|George Antoni|James Frain|Jamie Foreman|Edward Hardwicke|Cate Blanchett|Emily Mortimer,Michael Hirst,124.0,"$30,000,000",queen elizabeth i|english queen|kingdom of england|throne
109798,Ariel Goldenberg|Rita Pokk|Breno Viola|Lima Duarte|Marco Luque|Daniel Torres|Monaliza Marchi|Amélia Bittencourt|Giulia de Souza Merigo|Deto Montenegro|Rui Unas|Fernanda Couto|Felipe Caczan|Beatriz Tragtenberg|Christiano Cochrane,Marcelo Galvão,94.0,"$1,500,000",
